date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:47:02	884/884	---M--	200	added ('OK')	image/png	etag:%22374-5f936bca47d00%22	https://smarthr.dreamguystech.com/html/template/assets/img/dark.png	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/img/dark.png	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:03	620/620	---M--	200	added ('OK')	image/png	etag:%2226c-5f936bca47d00%22	https://smarthr.dreamguystech.com/html/template/assets/img/compact.png	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/img/compact.png	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:03	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-5f936bca47d00%22	https://smarthr.dreamguystech.com/html/template/assets/img/small-hover.png	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/img/small-hover.png	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:04	565/565	---M--	200	added ('OK')	image/png	etag:%22235-5f936bca47d00%22	https://smarthr.dreamguystech.com/html/template/assets/img/detached.png	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/img/detached.png	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:04	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264e8c5a6-4d7%22	https://smarthr.dreamguystech.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:05	87464/87464	---M-Z	200	added ('OK')	application/javascript	etag:%22155a8-602a01c97d780-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/jquery-3.7.0.min.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/jquery-3.7.0.min.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:05	80427/80427	---M-Z	200	added ('OK')	application/javascript	etag:%2213a2b-602a01c97d780-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/bootstrap.bundle.min.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/bootstrap.bundle.min.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:06	4739/4739	---M-Z	200	added ('OK')	application/javascript	etag:%221283-5f936bca47d00-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/jquery.slimscroll.min.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/jquery.slimscroll.min.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:06	35658/35658	---M-Z	200	added ('OK')	application/javascript	etag:%228b4a-5f936bca47d00-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/plugins/morris/morris.min.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/plugins/morris/morris.min.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:07	93253/93253	---M-Z	200	added ('OK')	application/javascript	etag:%2216c45-5f936bca47d00-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/plugins/raphael/raphael.min.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/plugins/raphael/raphael.min.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:07	774/774	---MCZ	200	added ('OK')	application/javascript	etag:W/%22472-5f936bca47d00-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/chart.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/chart.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:08	1448/1448	---M-Z	200	added ('OK')	application/javascript	etag:%225a8-5f936bca47d00-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/greedynav.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/greedynav.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:08	1125/1125	---M-Z	200	added ('OK')	application/javascript	etag:%22465-5f936bca47d00-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/layout.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/layout.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:09	59882/59882	---M-Z	200	added ('OK')	application/javascript	etag:%22e9ea-602a01c97d780-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/theme-settings.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/theme-settings.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:10	15931/15931	---M-Z	200	added ('OK')	application/javascript	etag:%223e3b-602a9e9f2dc80-gzip%22	https://smarthr.dreamguystech.com/html/template/assets/js/app.js	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/js/app.js	(from https://smarthr.dreamguystech.com/html/template/admin-dashboard.html?)
22:47:11	108020/108020	---M--	200	added ('OK')	text/html	etag:%221a5f4-602a01c97d780%22	https://smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/webfonts/fa-brands-400.html	(from https://smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/css/all.min.css)
22:47:12	187208/187208	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%222db48-602a01c97d780%22	https://smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/webfonts/fa-brands-400.ttf	(from https://smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/css/all.min.css)
22:47:12	24948/24948	---M--	200	added ('OK')	text/html	etag:%226174-602a01c97d780%22	https://smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/webfonts/fa-regular-400.woff2	C:/Users/herto/Downloads/tm/smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/webfonts/fa-regular-400.html	(from https://smarthr.dreamguystech.com/html/template/assets/plugins/fontawesome/css/all.min.css)
